strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,hypergraph,beta_lactam_resistance,hypergraph,hyperedge_membership,1,WP_000027057.1;beta_lactam_resistance,member_of:amr_mechanism,graph_derived,hyperedges.csv,graph_derived
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,hypergraph,GO:0046677: P:response to antibiotic,hypergraph,hyperedge_membership,1,WP_000027057.1;GO:0046677: P:response to antibiotic,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,hypergraph,GO:0008800: F:beta-lactamase activity,hypergraph,hyperedge_membership,1,WP_000027057.1;GO:0008800: F:beta-lactamase activity,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,hypergraph,Metabolic_map00311,hypergraph,hyperedge_membership,1,WP_000027057.1;Metabolic_map00311,member_of:metabolic_pathway,graph_derived,hyperedges.csv,graph_derived
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,hypergraph,ko00311,hypergraph,hyperedge_membership,1,WP_000027057.1;ko00311,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,hypergraph,map00311,hypergraph,hyperedge_membership,1,WP_000027057.1;map00311,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,hypergraph,GO:0030655: GO:0030655,hypergraph,hyperedge_membership,1,WP_000027057.1;GO:0030655: GO:0030655,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,ko00311,kegg,in_pathway,1,FVE81_RS25140;ko00311,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,ko01130,kegg,in_pathway,1,FVE81_RS25140;ko01130,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,ko01501,kegg,in_pathway,1,FVE81_RS25140;ko01501,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,map00311,kegg,in_pathway,1,FVE81_RS25140;map00311,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,map01130,kegg,in_pathway,1,FVE81_RS25140;map01130,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,map01501,kegg,in_pathway,1,FVE81_RS25140;map01501,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,V,cog,cog_category,1,FVE81_RS25140;V,cog_category,annotation_mediated,edges_gene_cog_category_annotation.csv (eggNOG/COG),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,proteome,GO:0008800,go,go_annotation,1,WP_000027057.1;GO:0008800,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,proteome,GO:0030655,go,go_annotation,1,WP_000027057.1;GO:0030655,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,proteome,GO:0046677,go,go_annotation,1,WP_000027057.1;GO:0046677,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,proteome,GO:0008800,go,go_annotation,1,WP_000027057.1;GO:0008800,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,proteome,GO:0030655,go,go_annotation,1,WP_000027057.1;GO:0030655,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,WP_000027057.1,proteome,GO:0046677,go,go_annotation,1,WP_000027057.1;GO:0046677,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,beta_lactam,ppi_amr,amr_mechanism,1,FVE81_RS25140;beta_lactam,associated_with,annotation_mediated,amr_manifest / edges_gene_associated_with_annotation.csv,annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,CHEBI:16414,metabolome,shares_pathway,2,FVE81_RS25140;map00311;CHEBI:16414,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,CHEBI:16414,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,CHEBI:17561,metabolome,shares_pathway,2,FVE81_RS25140;map00311;CHEBI:17561,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,CHEBI:17561,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,CHEBI:37024,metabolome,shares_pathway,2,FVE81_RS25140;map00311;CHEBI:37024,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,CHEBI:37024,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS00160,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS00160,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS00165,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS00165,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS00525,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS00525,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS00640,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS00640,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS00730,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS00730,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS00895,genome,graph_context,2,FVE81_RS25140;map01501;FVE81_RS00895,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS00900,genome,graph_context,2,FVE81_RS25140;map01501;FVE81_RS00900,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01075,genome,graph_context,2,FVE81_RS25140;COG_V: Defense mechanisms;FVE81_RS01075,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01290,genome,graph_context,2,FVE81_RS25140;COG_V: Defense mechanisms;FVE81_RS01290,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01375,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS01375,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01645,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS01645,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01660,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS01660,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01840,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS01840,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01875,genome,graph_context,2,FVE81_RS25140;map01501;FVE81_RS01875,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01905,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS01905,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01910,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS01910,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01925,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS01925,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS01930,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS01930,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02030,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02030,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02360,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02360,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02485,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02485,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02490,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02490,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02580,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02580,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02640,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02640,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02655,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02655,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02670,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02670,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02675,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02675,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02855,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02855,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS02875,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS02875,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS03170,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS03170,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS03195,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS03195,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS03565,genome,graph_context,2,FVE81_RS25140;map01501;FVE81_RS03565,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS03730,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS03730,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04350,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04350,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04515,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04515,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04585,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04585,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04590,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04590,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04595,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04595,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04670,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04670,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04675,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04675,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04725,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04725,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04730,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04730,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04735,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04735,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04800,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04800,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS04820,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS04820,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS05145,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS05145,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS05360,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS05360,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS05385,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS05385,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS05440,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS05440,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS05620,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS05620,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS05625,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS05625,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS05930,genome,graph_context,2,FVE81_RS25140;COG_V: Defense mechanisms;FVE81_RS05930,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS06365,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS06365,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS06370,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS06370,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS06590,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS06590,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS06620,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS06620,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS06655,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS06655,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS06785,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS06785,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS06800,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS06800,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS06895,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS06895,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS06900,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS06900,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07005,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07005,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07015,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07015,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07065,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07065,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07080,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07080,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07085,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07085,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07210,genome,graph_context,2,FVE81_RS25140;COG_V: Defense mechanisms;FVE81_RS07210,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07230,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07230,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07255,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07255,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07285,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07285,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07395,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07395,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07575,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07575,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07580,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07580,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07640,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07640,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07690,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07690,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07705,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07705,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,genome,FVE81_RS07725,genome,graph_context,2,FVE81_RS25140;ko01130;FVE81_RS07725,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
