strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,CHEBI:37024,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS00165,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS00165,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS00170,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS00170,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS00460,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS00460,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS00580,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS00580,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS00680,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS00680,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS00855,genome,graph_context,2,EW035_RS23590;map01501;EW035_RS00855,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01010,genome,graph_context,2,EW035_RS23590;COG_V: Defense mechanisms;EW035_RS01010,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01200,genome,graph_context,2,EW035_RS23590;map01501;EW035_RS01200,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01300,genome,graph_context,2,EW035_RS23590;COG_V: Defense mechanisms;EW035_RS01300,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01515,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS01515,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01530,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS01530,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01700,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS01700,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01735,genome,graph_context,2,EW035_RS23590;map01501;EW035_RS01735,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01765,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS01765,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01770,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS01770,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01785,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS01785,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01790,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS01790,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01885,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS01885,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS01890,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS01890,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02285,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02285,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02410,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02410,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02415,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02415,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02510,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02510,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02570,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02570,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02585,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02585,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02605,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02605,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02610,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02610,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02790,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02790,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS02810,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS02810,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS03065,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS03065,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS03095,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS03095,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS03120,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS03120,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS03515,genome,graph_context,2,EW035_RS23590;map01501;EW035_RS03515,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS03660,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS03660,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS03815,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS03815,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS03915,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS03915,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04090,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04090,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04150,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04150,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04155,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04155,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04160,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04160,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04215,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04215,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04220,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04220,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04275,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04275,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04280,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04280,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04285,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04285,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04355,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04355,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04640,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04640,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS04670,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS04670,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS05050,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS05050,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS05075,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS05075,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS05140,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS05140,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS05300,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS05300,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS05320,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS05320,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS05325,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS05325,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS05645,genome,graph_context,2,EW035_RS23590;COG_V: Defense mechanisms;EW035_RS05645,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS05915,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS05915,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS05920,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS05920,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06135,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06135,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06165,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06165,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06330,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06330,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06345,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06345,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06420,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06420,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06425,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06425,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06535,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06535,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06545,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06545,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06605,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06605,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06620,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06620,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06625,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06625,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06750,genome,graph_context,2,EW035_RS23590;COG_V: Defense mechanisms;EW035_RS06750,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06770,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06770,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06795,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06795,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06825,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06825,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS06960,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS06960,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS07195,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS07195,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS07200,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS07200,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS07255,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS07255,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS07305,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS07305,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS07320,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS07320,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS07340,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS07340,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,blaTEM-1b,beta_lactam,EW035_RS23590,genome,EW035_RS07405,genome,graph_context,2,EW035_RS23590;ko01130;EW035_RS07405,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
