GeneID	COG_category	Description	Preferred_name	KEGG_ko	KEGG_Pathway
WP_000019744	P	Co Zn Cd efflux system component	czcD	ko:K16264	-
WP_000020302	J	Methyltransferase small domain	rsmC	ko:K00564	-
WP_000020346	S	Belongs to the CinA family	cinA	-	-
WP_000020813	S	LXG domain of WXG superfamily	-	ko:K21493	-
WP_000020853	J	ribosomal protein	ylxQ	-	-
WP_000021445	J	RNA binding protein, contains ribosomal protein S1 domain	yabR	ko:K07571	-
WP_000021865	P	transport protein	ktrD	-	-
WP_000022320	E	allophanate hydrolase subunit 2	-	-	-
WP_000022728	S	Protein of unknwon function (DUF3310)	-	-	-
WP_000022887	K	Acetyltransferase (GNAT) domain	-	-	-
WP_000023338	E	allophanate hydrolase subunit 2	kipA	ko:K06350	-
WP_000024119	P	P-type ATPase	copA	ko:K17686	ko01524,ko04016,map01524,map04016
WP_000024395	EGP	the major facilitator superfamily	-	ko:K18934	-
WP_000024827	J	One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome	rplD	ko:K02926	ko03010,map03010
WP_000025268	S	Phage portal protein	-	-	-
WP_000025835	S	-	-	-	-
WP_000026196	EGP	Major facilitator family	-	-	-
WP_000026308	S	-	-	-	-
WP_000026854	L	Belongs to the 'phage' integrase family	tnpB	-	-
WP_000027924	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	gatA	ko:K02433	ko00970,ko01100,map00970,map01100
WP_000028651	V	type I restriction-modification system	hsdM	ko:K03427	-
WP_000029204	U	ribose uptake protein rbsU	rbsU	ko:K06216	-
WP_000029532	K	(GNAT) family	-	-	-
WP_000030075	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	gabT	ko:K00823,ko:K20708	ko00250,ko00410,ko00640,ko00650,ko01100,ko01120,map00250,map00410,map00640,map00650,map01100,map01120
WP_000030811	F	Phosphoribosylformylglycinamidine cyclo-ligase	purM	ko:K01933	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130
WP_000031112	S	-	-	-	-
WP_000031266	Q	Putative RNA methylase family UPF0020	ubiE	-	-
WP_000031403	O	Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group	ctaB	ko:K02257	ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714
WP_000031508	G	Alpha-amylase domain	treC	ko:K01226	ko00500,map00500
WP_000031892	J	ribosomal protein	-	ko:K07590	ko03010,map03010
WP_000032657	S	NUDIX domain	-	-	-
WP_000032745	F	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL	purL	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130
WP_000032836	C	Catalyzes quinol oxidation with the concomitant reduction of oxygen to water. Subunit II transfers the electrons from a quinol to the binuclear center of the catalytic subunit I	qoxA	ko:K02826	ko00190,ko01100,map00190,map01100
WP_000032847	K	regulator	-	-	-
WP_000033477	S	ABC-type cobalt transport system, permease component	ykoE	ko:K16925	-
WP_000034519	GM	RmlD substrate binding domain	-	-	-
WP_000034718	O	Heat shock 70 kDa protein	dnaK	ko:K04043	ko03018,ko04212,ko05152,map03018,map04212,map05152
WP_000034728	H	Catalyzes the formation of pyridoxal 5'-phosphate from ribose 5-phosphate (RBP), glyceraldehyde 3-phosphate (G3P) and ammonia. The ammonia is provided by the PdxT subunit. Can also use ribulose 5-phosphate and dihydroxyacetone phosphate as substrates, resulting from enzyme-catalyzed isomerization of RBP and G3P, respectively	pdxS	ko:K06215	ko00750,map00750
WP_000034964	G	Bacterial extracellular solute-binding protein	malE	ko:K02027,ko:K15770,ko:K17237	ko02010,map02010
WP_000034998	S	Domain of unknown function (DUF2529)	ywjG	-	-
WP_000035058	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	ppiA	ko:K03767,ko:K03768	ko01503,ko04217,map01503,map04217
WP_000035320	C	Dehydrogenase E1 component	pdhA	ko:K00161	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230
WP_000035771	D	Belongs to the FtsK SpoIIIE SftA family	ftsK	ko:K03466	-
WP_000036076	K	regulator	sarR	-	-
WP_000036335	S	Protein of unknown function (DUF1648)	-	-	-
WP_000036633	S	Required for maturation of 30S ribosomal subunits	rimP	ko:K09748	-
WP_000037075	S	Belongs to the UPF0761 family	yihY	ko:K07058	-
WP_000037319	D	ATPase MipZ	capB	-	-
WP_000037434	S	Protein of unknown function (DUF1433)	-	-	-
WP_000038243	S	Protein of unknown function (DUF1433)	-	-	-
WP_000038538	S	-	-	-	-
WP_000038949	EGP	Belongs to the major facilitator superfamily	-	ko:K18936	-
WP_000039763	S	Protein of unknown function (DUF1433)	-	-	-
WP_000040043	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	ptsI	ko:K08483	ko02060,map02060
WP_000040063	F	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction	ackA	ko:K00925	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200
WP_000040602	S	Staphylopine dehydrogenase	-	-	-
WP_000040871	F	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source	nadE	ko:K01916	ko00760,ko01100,map00760,map01100
WP_000042462	IU	multivesicular body membrane disassembly	-	-	-
WP_000043237	J	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	ko:K03685	ko03008,ko05205,map03008,map05205
WP_000043635	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	infB	ko:K02519	-
WP_000044360	S	hydrolase activity	-	ko:K18654	-
WP_000044799	J	Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp)	aspS	ko:K01876	ko00970,map00970
WP_000046076	C	oxidoreductase activity	yumB	ko:K03885	ko00190,map00190
WP_000046614	M	Belongs to the EPSP synthase family. MurA subfamily	murA	ko:K00790	ko00520,ko00550,ko01100,map00520,map00550,map01100
WP_000047021	G	Belongs to the aldolase LacD family	lacD	ko:K01635	ko00052,ko01100,ko02024,map00052,map01100,map02024
WP_000047118	S	Hemolysin III	-	ko:K11068	-
WP_000047349	I	Malonyl CoA-acyl carrier protein transacylase	fabD	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212
WP_000047745	S	-	-	-	-
WP_000047817	H	acetolactate synthase	ilvB	ko:K01652,ko:K16787	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,ko02010,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230,map02010
WP_000048060	J	Belongs to the bacterial ribosomal protein bS21 family	rpsU	ko:K02970	ko03010,map03010
WP_000048712	F	Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate	upp	ko:K00761	ko00240,ko01100,map00240,map01100
WP_000049154	E	permease	lysP	ko:K03293,ko:K11733	-
WP_000049480	S	Phosphoesterase	ysnB	ko:K07095	-
WP_000049913	K	Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor	birA	ko:K03524	ko00780,ko01100,map00780,map01100
WP_000050767	G	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	-	ko:K02821	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060
WP_000050973	S	Phage gp6-like head-tail connector protein	-	-	-
WP_000051207	S	-	-	-	-
WP_000052076	S	-	-	-	-
WP_000052325	EP	ABC-type dipeptide oligopeptide nickel transport system	oppD	ko:K02031	ko02024,map02024
WP_000052590	J	An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay	rnjB	ko:K12574	ko03018,map03018
WP_000052781	O	Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides	ahpC	ko:K03386	ko04214,map04214
WP_000054604	CP	-antiporter subunit	mnhA	ko:K05565	-
WP_000055337	K	DNA-binding protein that represses the expression of many genes that are induced as cells make the transition from rapid exponential growth to stationary phase. It is a GTP-binding protein that senses the intracellular GTP concentration as an indicator of nutritional limitations. At low GTP concentration it no longer binds GTP and stop to act as a transcriptional repressor	codY	ko:K03706	-
WP_000055844	S	Uncharacterized protein conserved in bacteria (DUF2316)	-	-	-
WP_000057330	F	Catalyzes the reversible phosphorylation of UMP to UDP	pyrH	ko:K09903	ko00240,ko01100,map00240,map01100
WP_000057564	S	Tetratricopeptide repeat	-	-	-
WP_000057587	E	Belongs to the cysteine synthase cystathionine beta- synthase family	cysK	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230
WP_000058377	C	Malic enzyme	ytsJ	ko:K00027	ko00620,ko01200,ko02020,map00620,map01200,map02020
WP_000060793	P	monovalent cation H antiporter subunit A	mnhA2	ko:K00341,ko:K05565	ko00190,ko01100,map00190,map01100
WP_000061866	S	Clp protease	-	-	-
WP_000062417	P	Acts as a magnesium transporter	mgtE	ko:K06213	-
WP_000062639	P	Cytochrome C and Quinol oxidase polypeptide I	-	ko:K04561	ko00910,ko01120,map00910,map01120
WP_000063552	S	Phosphotransferase system, EIIC	-	ko:K07035	-
WP_000064078	T	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	resD	ko:K07775	ko02020,map02020
WP_000064778	E	amino acid	-	ko:K03294	-
WP_000065047	F	Belongs to the 5'-nucleotidase family	ycjM	ko:K01119,ko:K08693	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110
WP_000066011	S	Protein of unknown function (DUF1270)	-	-	-
WP_000066061	E	Argininosuccinate lyase	argH	ko:K01755	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,map00220,map00250,map01100,map01110,map01130,map01230
WP_000066097	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	mnmA	ko:K00566	ko04122,map04122
WP_000066379	E	chorismate mutase	aroF	ko:K03856,ko:K13853	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230
WP_000066519	E	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate	betA	ko:K00108	ko00260,ko01100,map00260,map01100
WP_000066896	S	-	sarV	-	-
WP_000066927	G	phosphotransferase system, EIIB	-	ko:K02755,ko:K02756,ko:K02757	ko02060,map02060
WP_000067111	S	GCN5-related N-acetyl-transferase	yjdJ	ko:K06975	-
WP_000067127	S	Domain of unknown function (DUF2479)	-	-	-
WP_000067360	P	Oligopeptide/dipeptide transporter, C-terminal region	oppF	ko:K02031,ko:K02032,ko:K10823	ko01501,ko02010,ko02024,map01501,map02010,map02024
WP_000068176	C	COG0022 Pyruvate 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit	pdhB	ko:K00162	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230
WP_000070659	S	Domain of unknown function (DUF4352)	-	-	-
WP_000070809	S	-	-	-	-
WP_000070826	S	Domain of unknown function (DUF4887)	-	-	-
WP_000070865	P	Belongs to the Dps family	dps	ko:K04047	-
WP_000071351	S	UPF0291 protein	ynzC	-	-
WP_000071901	S	General stress protein 26	ydaG	-	-
WP_000072155	S	YbbM seven transmembrane helix protein	ybbM	ko:K02069	-
WP_000072439	S	CAAX protease self-immunity	-	-	-
WP_000072678	O	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery	hslV	ko:K01419	-
WP_000073185	F	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	thrB	ko:K00872	ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230
WP_000073195	K	Transcriptional regulator	yleF	-	-
WP_000073352	L	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	mutS	ko:K03555	ko03430,map03430
WP_000074017	K	MerR family regulatory protein	-	-	-
WP_000074048	S	ParE toxin of type II toxin-antitoxin system, parDE	-	-	-
WP_000075716	C	May function as heme-dependent peroxidase	ywfI	ko:K00435	ko00860,ko01100,ko01110,map00860,map01100,map01110
WP_000076040	E	Aminotransferase	ilvE	ko:K00826	ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230
WP_000076410	S	DJ-1/PfpI family	hchA	ko:K05523	ko00620,ko01120,map00620,map01120
WP_000076661	P	Chaperone that serves for the intracellular sequestration and transport of Cu( ). Delivers Cu( ) to the copper-exporting P-type ATPase A (CopA) (By similarity)	copZ	ko:K07213	ko04978,map04978
WP_000076695	J	Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction	pnp	ko:K00962	ko00230,ko00240,ko03018,map00230,map00240,map03018
WP_000076927	H	molybdopterin biosynthesis protein moeB	moeB	ko:K21029	ko04122,map04122
WP_000077326	H	Bifunctional homocysteine S-methyltransferase 5,10-methylenetetrahydrofolate reductase protein	yitJ	ko:K00297,ko:K00547	ko00270,ko00670,ko00720,ko01100,ko01110,ko01120,ko01200,ko01523,map00270,map00670,map00720,map01100,map01110,map01120,map01200,map01523
WP_000077350	H	Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate	ribD	ko:K11752	ko00740,ko01100,ko01110,ko02024,map00740,map01100,map01110,map02024
WP_000077545	E	Oligoendopeptidase F	pepF	-	-
WP_000078092	P	Part of the ABC transporter complex PhnCDE involved in phosphonates import. Responsible for energy coupling to the transport system	phnC	ko:K02041	ko02010,map02010
WP_000079317	C	succinate dehydrogenase	sdhC	ko:K00241	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200
WP_000079445	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system	pstB	ko:K02036	ko02010,map02010
WP_000080026	T	Alkaline phosphatase synthesis transcriptional regulatory protein	phoP	ko:K07658	ko02020,map02020
WP_000080558	L	AAA domain	-	-	-
WP_000081233	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	fabF	ko:K09458,ko:K14660	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212
WP_000081595	S	Inhibitor of apoptosis-promoting Bax1	ybhL	ko:K06890	-
WP_000082539	P	serves to protect cells from the toxic effects of hydrogen peroxide	katA	ko:K03781	ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014
WP_000082549	G	Exhibits lactonase activity. Acts in cells with perturbed membrane integrity and is possibly related to the membrane homeostasis (By similarity)	drp35	ko:K02352	-
WP_000082725	E	Oligopeptidase F	pepF	ko:K08602	-
WP_000083799	G	PTS system mannitol-specific	mtlA	ko:K02799,ko:K02800	ko00051,ko02060,map00051,map02060
WP_000084776	I	acid phosphatase family protein	pgpB3	ko:K19302	ko00550,map00550
WP_000084824	Q	Methyltransferase	yqeM	-	-
WP_000087107	E	Belongs to the peptidase M24B family	pepP	ko:K01262,ko:K01271	-
WP_000087385	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	ko:K03625	-
WP_000087561	S	Bacterial protein of unknown function (DUF910)	-	-	-
WP_000088195	Q	COG1335 Amidases related to nicotinamidase	-	-	-
WP_000088437	S	Protein of unknown function (DUF2538)	-	-	-
WP_000088649	S	Metal-dependent hydrolases of the beta-lactamase superfamily I	vicX	ko:K00784	ko03013,map03013
WP_000088704	L	helicase	-	-	-
WP_000089932	S	Peptidase M16 inactive domain	albE	-	-
WP_000090315	J	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	fusA	ko:K02355	-
WP_000090512	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit	rpsD	ko:K02986	ko03010,map03010
WP_000090796	J	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits	rpsM	ko:K02952	ko03010,map03010
WP_000091443	S	-	-	-	-
WP_000091975	J	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center	rplF	ko:K02933	ko03010,map03010
WP_000093355	E	The glycine cleavage system catalyzes the degradation of glycine	gcvT	ko:K00605	ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200
WP_000093387	L	COG1943 Transposase and inactivated derivatives	-	ko:K07491	-
WP_000093391	L	COG1943 Transposase and inactivated derivatives	-	ko:K07491	-
WP_000093392	L	COG1943 Transposase and inactivated derivatives	-	ko:K07491	-
WP_000093394	L	COG1943 Transposase and inactivated derivatives	-	ko:K07491	-
WP_000093396	L	COG1943 Transposase and inactivated derivatives	-	ko:K07491	-
WP_000094586	E	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)	leuA	ko:K01649	ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230
WP_000095334	F	Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP	purA	ko:K01939	ko00230,ko00250,ko01100,map00230,map00250,map01100
WP_000097322	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	ko:K02834	-
WP_000097460	K	Participates in both transcription termination and antitermination	nusA	ko:K02600	-
WP_000098285	M	Catalyzes the polymerization of lipoteichoic acid (LTA) polyglycerol phosphate, a reaction that presumably uses phosphatidylglycerol (PG) as substrate	ltaS	ko:K19005	ko00561,ko01100,map00561,map01100
WP_000101270	S	PVL ORF-50-like family	-	-	-
WP_000101566	E	permease	cycA	ko:K03293,ko:K11737	-
WP_000101625	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	ko:K02948	ko03010,map03010
WP_000101976	K	Transcriptional regulatory protein WalR	yycF	ko:K07668	ko02020,map02020
WP_000102735	L	COG2256 ATPase related to the helicase subunit of the Holliday junction resolvase	rarA	ko:K07478	-
WP_000105070	G	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	zwf	ko:K00036	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230
WP_000106134	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	gapB	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010
WP_000106184	K	MarR family	-	-	-
WP_000106334	L	ATPase domain of DNA mismatch repair MUTS family	-	-	-
WP_000107170	P	Major Facilitator Superfamily	lmrB	ko:K18926	-
WP_000108667	J	Uncharacterized protein family UPF0004	yqeV	ko:K18707	-
WP_000109189	S	-	-	-	-
WP_000109715	H	Belongs to the precorrin methyltransferase family	cobA	ko:K02303	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120
WP_000109899	F	Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA	pckA	ko:K01610	ko00010,ko00020,ko00620,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00710,map01100,map01110,map01120,map01130,map01200
WP_000110011	K	Belongs to the Fur family	perR	ko:K09825	-
WP_000110023	S	-	-	-	-
WP_000110253	C	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit	sucD	ko:K01902	ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200
WP_000110600	S	-	-	-	-
WP_000111116	S	Virus attachment protein p12 family	-	-	-
WP_000113261	S	YoeB-like toxin of bacterial type II toxin-antitoxin system	yoeB	ko:K19158	-
WP_000113851	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body	rpsE	ko:K02988	ko03010,map03010
WP_000113975	S	PVL ORF-50-like family	-	-	-
WP_000114341	S	-	-	-	-
WP_000116232	C	Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate	fumC	ko:K01679	ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04934,ko05200,ko05211,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200,map04934,map05200,map05211
WP_000118307	D	Belongs to the FtsK SpoIIIE SftA family	sftA	ko:K03466	-
WP_000120109	G	PTS system sugar-specific permease component	gatC	ko:K02775	ko00052,ko01100,ko02060,map00052,map01100,map02060
WP_000120317	DZ	transferase activity, transferring acyl groups other than amino-acyl groups	sdrH	-	-
WP_000120370	P	phosphate transporter	pit	ko:K03306	-
WP_000120501	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523
