GeneID	COG_category	Description	Preferred_name	KEGG_ko	KEGG_Pathway
WP_000004771	J	With EpmB is involved in the beta-lysylation step of the post-translational modification of translation elongation factor P (EF-P) on 'Lys-34'. Catalyzes the ATP-dependent activation of (R)- beta-lysine produced by EpmB, forming a lysyl-adenylate, from which the beta-lysyl moiety is then transferred to the epsilon- amino group of EF-P 'Lys-34'	epmA	ko:K04568	-
WP_000004926	C	Hydrogenase-1 operon protein hyaF	hyaF	ko:K03618	-
WP_000005042	S	Inhibits all the catalytic activities of DNA gyrase by preventing its interaction with DNA. Acts by binding directly to the C-terminal domain of GyrB, which probably disrupts DNA binding by the gyrase	yacG	ko:K09862	-
WP_000005552	S	Putative excisionase (DUF1233)	-	-	-
WP_000006018	S	Bacterial protein of unknown function (DUF905)	-	-	-
WP_000006263	L	Transposase that is always flanked by repeated extragenic palindrome (REP) sequences, which are clustered in structures called bacterial interspersed mosaic elements (BIMEs). RayT catalyzes cleavage and recombination of BIMEs. Binds REP sequences and cleaves BIMEs both upstream and downstream of the REP sequence. Could be important in the creation of BIME variability and amplification	yafM	ko:K07491	-
WP_000006621	M	Catalyzes the four-electron oxidation of UDP-N-acetyl-D- mannosamine (UDP-ManNAc), reducing NAD( ) and releasing UDP-N- acetylmannosaminuronic acid (UDP-ManNAcA)	wecC	ko:K02472	ko00520,ko05111,map00520,map05111
WP_000006832	F	Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP)	dxs	ko:K01662	ko00730,ko00900,ko01100,ko01110,ko01130,map00730,map00900,map01100,map01110,map01130
WP_000006892	F	Catalyzes the reversible hydrolysis of the amide bond within dihydroorotate. This metabolic intermediate is required for the biosynthesis of pyrimidine nucleotides	allB	ko:K01466	ko00230,ko01100,ko01120,map00230,map01100,map01120
WP_000006980	S	Its real enzymatic activity is not yet known. It was tested for general esterase, aminopeptidase, sulfatase, phosphatase, carbonic anhydrase, phosphodiesterase, and phosphotriesterase activities with the following substrates p- nitrophenyl acetate, L-alanine nitroanilide, p-nitrophenyl sulfate, bis(p-nitrophenyl) phosphate, paraoxon, and p-nitrophenyl phosphate. No enzymatic activity was detected with any of these non-specific substrates	php	ko:K07048	-
WP_000007147	F	DEAD-box RNA helicase involved in ribosome assembly. Has RNA-dependent ATPase activity and unwinds double-stranded RNA	rhlE	ko:K11927	ko03018,map03018
WP_000007283	C	radicals which are normally produced within the cells and which are toxic to biological systems	sodB	ko:K04564	ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map04013,map04068,map04146,map04211,map04212,map04213,map05016
WP_000007512	E	Methylenetetrahydrofolate reductase	metF	ko:K00297	ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523
WP_000007629	U	The SecYEG-SecDF-YajC-YidC holo-translocon (HTL) protein secretase insertase is a supercomplex required for protein secretion, insertion of proteins into membranes, and assembly of membrane protein complexes	yajC	ko:K03210	ko02024,ko03060,ko03070,map02024,map03060,map03070
WP_000008083	S	-	-	ko:K18475	-
WP_000008192	S	hydrolase activity	-	-	-
WP_000008949	K	helix_turn_helix, Arsenical Resistance Operon Repressor	arsR	ko:K03892	-
WP_000009306	S	Uncharacterized small protein (DUF2158)	yodC	-	-
WP_000010122	J	Ribosomal RNA large subunit methyltransferase A	rrmA	ko:K00563	-
WP_000010251	I	Catalyzes the synthesis of propionyl-CoA from propionate and CoA. Also converts acetate to acetyl-CoA but with a lower specific activity (By similarity)	prpE	ko:K01908	ko00640,ko01100,map00640,map01100
WP_000010723	K	Required for the expression of anaerobic nitric oxide (NO) reductase, acts as a transcriptional activator for at least the norVW operon. Activation also requires sigma-54	norR	ko:K12266	ko05132,map05132
WP_000010829	G	Has a broad aminopeptidase activity on non-blocked peptides by progressively cleaving amino acids off the peptide substrate. Aminopeptidase activity stops at the residue before the first proline in the peptide. Cannot cleave when proline is the first N-terminal residue	sgcX	ko:K18530,ko:K20609	-
WP_000010941	N	Flagellar basal body rod FlgEFG protein C-terminal	flgC	ko:K02388	ko02040,map02040
WP_000011118	C	respiratory electron transport chain	yceJ	ko:K12262	-
WP_000011612	M	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria	kdsB	ko:K00979	ko00540,ko01100,map00540,map01100
WP_000011651	S	nitrogen compound metabolic process	yobB	-	-
WP_000011941	G	belongs to the carbohydrate kinase PfkB family	yegV	-	-
WP_000012100	S	Conjugal transfer protein TraL	traL	ko:K12068	-
WP_000012163	S	guanine transport	ygfQ	ko:K06901	-
WP_000012269	S	Uncharacterized protein conserved in bacteria (DUF2138)	yfaA	-	-
WP_000012564	S	Protein of unknown function (DUF2491)	yjfK	-	-
WP_000012907	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	argI	ko:K00611,ko:K09065	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230
WP_000013046	F	Belongs to the ATCase OTCase family	pyrB	ko:K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100
WP_000013149	S	Catalyzes the reduction of 2,5-diketo-D-gluconic acid (25DKG) to 2-keto-L-gulonic acid (2KLG)	dkgA	ko:K06221,ko:K06222	-
WP_000013179	S	Protein involved in pathogenesis and interaction with host via secreted substance involved in symbiotic interaction	-	ko:K06887	-
WP_000013506	C	ferredoxin-type protein, NapH	napH	ko:K02574	-
WP_000013588	C	glycol catabolic process	fucO	ko:K00048	ko00630,ko00640,ko01120,map00630,map00640,map01120
WP_000013811	S	DUF1338	ydcJ	-	-
WP_000013999	C	This enzyme may serve as a scavenger, allowing the cell to utilize biotin sulfoxide as a biotin source. It reduces a spontaneous oxidation product of biotin, D-biotin D-sulfoxide (BSO or BDS), back to biotin. Also exhibits methionine-(S)-sulfoxide (Met-S-SO) reductase activity, acting specifically on the (S) enantiomer in the free, but not the protein-bound form. It thus plays a role in assimilation of oxidized methionines	bisC	ko:K07306,ko:K07309,ko:K07310,ko:K07811,ko:K07812,ko:K08351	ko00450,ko00780,ko00920,ko01100,ko02020,map00450,map00780,map00920,map01100,map02020
WP_000014010	U	TrbL/VirB6 plasmid conjugal transfer protein	triE	ko:K03201	ko03070,map03070
WP_000014036	C	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane	pntB	ko:K00325	ko00760,ko01100,map00760,map01100
WP_000014320	U	Regulates secA expression by translational coupling of the secM secA operon. Translational pausing at a specific Pro residue 5 residues before the end of the protein may allow disruption of a mRNA repressor helix that normally suppresses secA translation initiation	secM	ko:K13301	ko03060,ko03070,map03060,map03070
WP_000014366	S	Membrane	-	-	-
WP_000014594	K	SMART Cold shock protein	cspA	ko:K03704	-
WP_000015479	S	Nitrous oxide-stimulated promoter	ygbA	-	-
WP_000015852	E	L-methionine secondary active transmembrane transporter activity	yjeH	ko:K03757,ko:K03759,ko:K16263	-
WP_000016392	S	-	-	-	-
WP_000016559	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	murG	ko:K02563	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112
WP_000016907	M	Belongs to the N-acetylmuramoyl-L-alanine amidase 3 family	amiC	ko:K01448	ko01503,map01503
WP_000016979	L	Phage integrase family	-	ko:K04763,ko:K07357	-
WP_000017111	L	Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA	yqgF	ko:K07447	-
WP_000017354	I	Belongs to the GPAT DAPAT family	plsB	ko:K00631	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110
WP_000017694	C	Ni Fe-hydrogenase 2 b-type cytochrome subunit	hybB	-	-
WP_000018003	K	transcriptional regulator	yqjI	-	-
WP_000018361	G	transporter	yihP	ko:K03292	-
WP_000018588	J	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	pheS	ko:K01889	ko00970,map00970
WP_000018633	S	Protein of unknown function (DUF2526)	ydcY	-	-
WP_000018695	J	Specifically methylates the guanine in position 1835 (m2G1835) of 23S rRNA	rlmG	ko:K00564,ko:K11391	-
WP_000018760	IQ	alcohol dehydrogenase (NADP+) activity	yghA	-	-
WP_000019197	E	putrescine transmembrane transporter activity	yeeF	ko:K14052	-
WP_000019358	K	Transcriptional activator of the superoxide response regulon of E.coli that includes at least 10 genes such as sodA, nfo, zwf and micF. Binds the DNA sequence 5'-GCACN(7)CAA-3'. It also facilitates the subsequent binding of RNA polymerase to the micF and the nfo promoters	soxS	ko:K13631	-
WP_000019400	L	COG3039 Transposase and inactivated derivatives IS5 family	insH6	ko:K07481	-
WP_000019571	T	May function as a c-di-GMP phosphodiesterase. Cyclic-di- GMP is a second messenger which controls cell surface-associated traits in bacteria. Overexpression reduces biofilm formation	yjcC	-	-
WP_000019598	J	Catalyzes the conversion of S-adenosyl-L-methionine (SAM) to carboxy-S-adenosyl-L-methionine (Cx-SAM)	cmoA	ko:K15256	-
WP_000019643	P	amino-acid ABC transporter permease protein YhdX	aapQ	ko:K09970	ko02010,map02010
WP_000019836	P	Catalyzes nitrate uptake, nitrite uptake and nitrite export across the cytoplasmic membrane. Functions as a nitrate nitrite exchanger, and protons are probably not co- transported with the substrate	narK	ko:K02575	ko00910,map00910
WP_000019869	C	cytochrome o ubiquinol oxidase	cyoD	ko:K02300	ko00190,ko01100,map00190,map01100
WP_000019944	K	Repressor of rcnA expression. Acts by binding specifically to the rcnA promoter in the absence of nickel and cobalt. In the presence of one of these metals, it has a weaker affinity for rcnA promoter	rcnR	-	-
WP_000020046	P	Haem utilisation ChuX/HutX	hutX	ko:K07227	-
WP_000020142	M	Acts as a flagellar brake, regulating swimming and swarming in a bis-(3'-5') cyclic diguanylic acid (c-di-GMP)- dependent manner. Binds 1 c-di-GMP dimer per subunit. Increasing levels of c-di-GMP lead to decreased motility	ycgR	ko:K21087	ko02026,map02026
WP_000020249	I	FabA-like domain	-	-	-
WP_000020493	N	Required for flagellar hook formation. May act as a scaffolding protein	flgD	ko:K02389	ko02040,map02040
WP_000020611	S	-	-	-	-
WP_000020737	S	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism	era	ko:K03595	-
WP_000020884	KNU	Responsible for the coupling of flagellin expression to flagellar assembly by preventing expression of the flagellin genes when a component of the middle class of proteins is defective. It negatively regulates flagellar genes by inhibiting the activity of FliA by directly binding to FliA	flgM	ko:K02398	ko02020,ko02025,ko02026,ko02040,map02020,map02025,map02026,map02040
WP_000020941	P	Part of the ABC transporter complex GltIJKL involved in glutamate and aspartate uptake. Probably responsible for the translocation of the substrate across the membrane	gltJ	ko:K02029,ko:K10003	ko02010,ko02020,map02010,map02020
WP_000021036	P	Part of the ABC transporter complex CysAWTP involved in sulfate thiosulfate import. Responsible for energy coupling to the transport system	cysA	ko:K02045	ko00920,ko02010,map00920,map02010
WP_000021318	IQ	Oxidoreductase	ygcW	-	-
WP_000021513	K	Activates the small RNA gene sgrS under glucose- phosphate stress conditions as well as yfdZ. Represses its own transcription under both stress and non-stress conditions. Might act as a sensor of the intracellular accumulation of phosphoglucose by binding these molecules in its C-terminal solute-binding domain	-	-	-
WP_000022366	K	Transcriptional regulatory protein, C terminal	-	-	-
WP_000022442	M	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell	mscL	ko:K03282	-
WP_000022766	F	which catalyzes the reversible aldol condensation of dihydroxyacetone phosphate (DHAP or glycerone-phosphate) with glyceraldehyde 3-phosphate (G3P) to produce tagatose 1,6- bisphosphate (TBP). Requires	kbaY	ko:K08302	ko00052,ko01100,map00052,map01100
WP_000023085	F	Pantothenic acid kinase	coaA	ko:K00867	ko00770,ko01100,map00770,map01100
WP_000023619	C	Aldo Keto reductase	pld1	ko:K00064	ko00051,ko00053,ko01100,ko01110,ko01120,map00051,map00053,map01100,map01110,map01120
WP_000023744	S	Protein of unknown function (DUF1471)	bhsA	ko:K12151	-
WP_000023919	C	lactate oxidation	ykgF	ko:K18929	-
WP_000024389	O	Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins	grxC	ko:K03676	-
WP_000024560	K	Interacts with CbpA and inhibits both the DnaJ-like co- chaperone activity and the DNA binding activity of CbpA. Together with CbpA, modulates the activity of the DnaK chaperone system. Does not inhibit the co-chaperone activity of DnaJ	cbpM	ko:K18997	-
WP_000024735	S	Protein of unknown function (DUF533)	yebE	-	-
WP_000024845	V	Part of the tripartite efflux system MdtEF-TolC, which confers resistance to	mdtF	ko:K18899	-
WP_000024951	EH	Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate	ilvC	ko:K00053	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230
WP_000025458	C	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit	sucD	ko:K01902	ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200
WP_000026054	H	synthase	hemD	ko:K01719	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120
WP_000026840	Q	Involved in the biosynthesis of the siderophore enterobactin (enterochelin), which is a macrocyclic trimeric lactone of N-(2,3-dihydroxybenzoyl)-serine. The serine trilactone serves as a scaffolding for the three catechol functionalities that provide hexadentate coordination for the tightly ligated iron(2 ) atoms. EntE proccesses via a two-step adenylation- ligation reaction (bi-uni-uni-bi ping-pong mechanism). First, it catalyzes the activation of the carboxylate group of 2,3- dihydroxy-benzoate (DHB), via a reversible ATP-dependent pyrophosphate exchange reactions to yield the acyladenylate intermediate 2,3-dihydroxybenzoyl-AMP. It can also transfer AMP to salicylate, 2,4-dihydroxybenzoate, gentisate and 2,3,4- trihydroxybenzoate. In the second step, DHB is transferred from 2,3-dihydroxybenzoyl-AMP onto the phosphopantetheinylated EntB (holo-EntB) to form DHB-holo-EntB. Then this product will serve in the formation of the amide bond between 2,3-dihydroxybenzoate (DHB) and L-serine	entE	ko:K02363,ko:K12238	ko01053,ko01110,ko01130,map01053,map01110,map01130
WP_000027057	V	Beta-lactamase	-	ko:K17836	ko00311,ko01130,ko01501,map00311,map01130,map01501
WP_000027205	P	Part of the ABC transporter complex ArtPIQMJ involved in arginine transport. Probably responsible for energy coupling to the transport system	artP	ko:K10000	ko02010,map02010
WP_000027563	M	Acyltransferase that appears to be required for E.coli optimal growth rate and yield via the formation of N-acetylated amino acids. Catalyzes the acylation of L-methionine using acetyl- CoA or propanoyl-CoA as acyl donors, and the acetylation of L- phenylglycine. Is also able to N-acylate other free L-amino acids and their derivatives using a CoA thioester as cosubstrate. Using acetyl-CoA as an acyl donor, substrate specificity is methionine sulfone methionine sulfoximine methionine sulfoxide methionine. Asparagine, lysine, glutamine, aspartate and glutamate are very poor substrates. Using methionine as a substrate, acyl donor preference is propanoyl-CoA acetyl- CoA butyryl-CoA (Ref.4). Likely plays a role in the resistance against the toxic effects of L-methionine sulfoximine (MSX), via its ability to catalyze its acetylation	yncA	ko:K03823	ko00440,ko01130,map00440,map01130
WP_000027720	O	Necessary for formate dehydrogenase activity	fdhE	ko:K02380	-
WP_000027804	N	FlgN protein	lfgN	ko:K02399	ko02040,map02040
WP_000028114	P	Responsible for melibiose and other galactoside transport. It is capable of using hydrogen, sodium, and lithium cations as coupling cations for cotransport, depending on the particular sugar transported (symport system)	melB	ko:K03292,ko:K11104	-
WP_000028546	S	Uncharacterised protein family (UPF0259)	yciC	-	-
WP_000028878	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation	rplL	ko:K02935	ko03010,map03010
WP_000028953	S	Is able to transfer iron-sulfur clusters to apo- ferredoxin. Multiple cycles of 2Fe2S cluster formation and transfer are observed, suggesting that IscA acts catalytically. Recruits intracellular free iron so as to provide iron for the assembly of transient iron-sulfur cluster in IscU in the presence of IscS, L-cysteine and the thioredoxin reductase system TrxA TrxB	iscA	ko:K05997,ko:K13628	-
WP_000029087	N	Flagellar hook-basal body complex protein FliE	fliE	ko:K02408	ko02040,map02040
WP_000029331	S	CRISPR-associated protein Cse2 (CRISPR_cse2)	-	ko:K19046	-
WP_000029466	P	Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Responsible for energy coupling to the transport system	btuD	ko:K06074	ko02010,map02010
WP_000029644	C	uses NADH to detoxify nitric oxide (NO), protecting several 4Fe-4S NO-sensitive enzymes. Has at least 2 reductase partners, only one of which (NorW, flavorubredoxin reductase) has been identified. NO probably binds to the di-iron center	norV	ko:K12264	ko05132,map05132
WP_000029780	S	catalytic activity	ybdN	-	-
WP_000030006	F	Involved in the biosynthesis of lipopolysaccharides (LPSs). Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8-phosphate (KDO 8-P) to 3-deoxy-D-manno-octulosonate (KDO) and inorganic phosphate	kdsC	ko:K03270	ko00540,ko01100,map00540,map01100
WP_000030537	U	Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. Facilitates the transfer of LPS from the inner membrane to the periplasmic protein LptA. Could be a docking site for LptA	lptC	ko:K11719	-
WP_000030646	U	Involved in the TonB-independent uptake of group A colicins (colicins A, E1, E2, E3, and K). Necessary for the colicins to reach their respective targets after initial binding to the bacteria. Also involved in the translocation of bacteriophage DNA	tolA	ko:K03646	-
WP_000030725	CQ	BMC	pduT	-	-
WP_000030761	M	Cytidylyltransferase	-	ko:K00979	ko00540,ko01100,map00540,map01100
WP_000031415	S	ribosome binding	yqjD	-	-
WP_000031783	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	tuf	ko:K02358	-
WP_000031784	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	tuf	ko:K02358	-
WP_000032585	S	Protein of unknown function (DUF2628)	yigF	-	-
WP_000032969	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	narG	ko:K00370	ko00910,ko01120,ko02020,map00910,map01120,map02020
WP_000033306	NU	Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes	yfcV	-	-
WP_000034372	F	Catalyzes the aldol condensation of dihydroxyacetone phosphate (DHAP or glycerone-phosphate) with glyceraldehyde 3- phosphate (G3P) to form fructose 1,6-bisphosphate (FBP) in gluconeogenesis and the reverse reaction in glycolysis	fbaA	ko:K01624	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230
WP_000034402	E	stimulation does not require O-acetylserine sulfhydrylase activity. CdiA is the toxic component of a toxin-immunity protein module, which functions as a cellular contact-dependent growth inhibition (CDI) system. CDI modules allow bacteria to communicate with and inhibit the growth of closely related neighboring bacteria in a contact-dependent fashion (experiments done in strains BW25113 and X90, both K12 derivatives). This protein is not required for CDI of strain EC93, whose toxin may function by forming inner cell membrane pores	cysK	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230
WP_000034602	S	Cyd operon protein YbgE (Cyd_oper_YbgE)	ybgE	-	-
WP_000034825	K	Ribonuclease B OB domain	cspE	ko:K03704	-
WP_000035574	E	phage envelope protein	ybcV	-	-
WP_000035619	L	DNA polymerase	polB	ko:K02336	-
WP_000036371	NT	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR	cheB	ko:K03412	ko02020,ko02030,map02020,map02030
WP_000036723	F	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	eno	ko:K01689	ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066
WP_000037608	S	Protein and nucleotide deglycase that catalyzes the deglycation of the Maillard adducts formed between amino groups of proteins or nucleotides and reactive carbonyl groups of glyoxals. Thus, functions as a protein deglycase that repairs methylglyoxal- and glyoxal-glycated proteins, and releases repaired proteins and lactate or glycolate, respectively. Deglycates cysteine, arginine and lysine residues in proteins, and thus reactivates these proteins by reversing glycation by glyoxals. Is able to repair glycated serum albumin, collagen, glyceraldehyde-3-phosphate dehydrogenase, and fructose biphosphate aldolase. Acts on early glycation intermediates (hemithioacetals and aminocarbinols), preventing the formation of advanced glycation endproducts (AGE) that cause irreversible damage. Also functions as a nucleotide deglycase able to repair glycated guanine in the free nucleotide pool (GTP, GDP, GMP, dGTP) and in DNA and RNA. Is thus involved in a major nucleotide repair system named guanine glycation repair (GG repair), dedicated to reversing methylglyoxal and glyoxal damage via nucleotide sanitization and direct nucleic acid repair. In vitro, prevents acrylamide formation in asparagine glyoxal and asparagine sugar mixtures at 55 degrees Celsius, likely by degrading asparagine glyoxal Maillard adducts formed at high temperatures. Also displays an apparent glyoxalase activity that in fact reflects its deglycase activity. Is a general stress protein	yhbO	ko:K05520	-
WP_000037992	E	Belongs to the carbamate kinase family	yqeA	ko:K00926	ko00220,ko00230,ko00910,ko01100,ko01120,ko01200,map00220,map00230,map00910,map01100,map01120,map01200
WP_000038432	NU	Part of the yadCKLM-htrE-yadVN fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches	yadN	-	-
WP_000038456	G	The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FryABC PTS system is involved in fructose transport	fryB	ko:K11202	-
WP_000039101	S	Putative transposase, YhgA-like	yhgA	-	-
WP_000039725	G	Sugar kinase	ygcE	-	-
WP_000039781	M	LysM domain	-	-	-
WP_000039850	EH	Reduction of activated sulfate into sulfite	cysH	ko:K00390	ko00920,ko01100,ko01120,map00920,map01100,map01120
WP_000040163	S	Belongs to the multicopper oxidase YfiH RL5 family	yfiH	ko:K05810	-
WP_000041478	S	type VI secretion protein	impB	ko:K11901	ko02025,map02025
WP_000041650	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	ynfE	ko:K07306,ko:K07309,ko:K07310,ko:K07811,ko:K07812,ko:K08351	ko00450,ko00780,ko00920,ko01100,ko02020,map00450,map00780,map00920,map01100,map02020
WP_000041976	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit	rsgA	ko:K06949	ko00730,ko01100,map00730,map01100
WP_000042357	CE	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate	leuB	ko:K00052	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230
