GeneID	COG_category	Description	Preferred_name	KEGG_ko	KEGG_Pathway
WP_000455437	K	Participates in transcription elongation, termination and antitermination	nusG	ko:K02601,ko:K05785	-
WP_000460893	S	regulatory CII family protein	cII	-	-
WP_000462905	K	Activates ribosomal RNA transcription. Plays a direct role in upstream activation of rRNA promoters	fis	ko:K03557	ko05111,map05111
WP_000475512	M	RND efflux system, outer membrane lipoprotein	oprJ	ko:K07796,ko:K08721,ko:K18139	ko01501,ko02020,ko02024,map01501,map02020,map02024
WP_000516402	D	plasmid maintenance	-	ko:K03496	-
WP_000517490	O	protein catabolic process	-	ko:K04076,ko:K07452	-
WP_000522253	G	pts system	crr	ko:K02777	ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111
WP_000523813	D	COG1192 ATPases involved in chromosome partitioning	-	ko:K03496	-
WP_000528476	S	-	-	-	-
WP_000556592	K	Prophage CP4-57 regulatory protein (AlpA)	-	ko:K07733	-
WP_000592251	S	Cag pathogenicity island protein Cag12	-	-	-
WP_000600171	S	TrbC/VIRB2 family	virB2	ko:K03197	ko03070,ko05134,map03070,map05134
WP_000606542	S	-	-	-	-
WP_000617546	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome	rplW	ko:K02892	ko03010,map03010
WP_000629109	K	DNA excision	-	ko:K07733	-
WP_000650512	NU	COG0630 Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis	virB11	ko:K03196	ko03070,ko05120,map03070,map05120
WP_000656305	K	Acetyltransferase (GNAT) domain	-	-	-
WP_000662998	S	-	-	-	-
WP_000679427	P	Small Multidrug Resistance protein	-	ko:K03297,ko:K18975	-
WP_000700647	S	-	-	-	-
WP_000703034	EH	chorismate binding enzyme	-	ko:K04781	ko01053,ko01110,ko01130,map01053,map01110,map01130
WP_000716326	U	type IV secretion	virB5	ko:K03200	ko03070,map03070
WP_000725700	S	-	-	-	-
WP_000729185	J	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit	rplX	ko:K02895	ko03010,map03010
WP_000738524	S	Cag pathogenicity island protein Cag12	-	-	-
WP_000749528	S	Domain of unknown function (DUF4071)	-	-	-
WP_000752622	T	Prokaryotic dksA/traR C4-type zinc finger	-	-	-
WP_000754360	S	TrbM	kikA	-	-
WP_000754496	S	TrbM	-	-	-
WP_000758228	S	Protein of unknown function, DUF	copG	-	-
WP_000759841	S	-	-	-	-
WP_000783386	U	Type IV secretory pathway, VirB9 components	virB9	ko:K03204	ko03070,map03070
WP_000784549	P	Receptor	fyuA	ko:K02014,ko:K15721	-
WP_000813718	NU	Outer membrane usher protein	Z012_00755	ko:K07347	ko05133,map05133
WP_000820818	M	Pili and flagellar-assembly chaperone, PapD N-terminal domain	-	-	-
WP_000829818	J	Belongs to the universal ribosomal protein uS9 family	rpsI	ko:K02996	ko03010,map03010
WP_000831330	J	Belongs to the bacterial ribosomal protein bL34 family	rpmH	ko:K02914	ko03010,map03010
WP_000834982	S	-	-	-	-
WP_000843497	S	Protein of unknown function (DUF2933)	-	-	-
WP_000845039	L	Phage integrase family	-	-	-
WP_000868187	J	Belongs to the bacterial ribosomal protein bL36 family	rpmJ	ko:K02919	ko03010,map03010
WP_000877224	S	-	-	-	-
WP_000906486	J	Could accelerate the degradation of some genes transcripts potentially through selective RNA binding	csrA	ko:K03563	ko02020,ko02025,ko02026,ko05111,map02020,map02025,map02026,map05111
WP_000916156	S	-	-	-	-
WP_000937857	S	Protein of unknown function (DUF2857)	-	-	-
WP_000953538	M	COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM invasin domains)	virB1	ko:K03194	ko03070,map03070
WP_000956179	S	Protein of unknown function (DUF2724)	fil	-	-
WP_000963473	S	Family of unknown function (DUF5347)	-	-	-
WP_000972391	S	transcriptional activator, Ogr delta	ogrK	-	-
WP_000976328	U	Conjugal transfer protein	virB9	ko:K03204	ko03070,map03070
WP_000982853	Q	protein ybtU TR Q9Z3C6 (EMBL AL031866) (365 aa) fasta scores E()	irp3	ko:K04785	ko01053,map01053
WP_000997454	U	Bacterial conjugation TrbI-like protein	virB10	ko:K03195	ko03070,map03070
WP_001021161	H	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin	ribH	ko:K00794	ko00740,ko01100,ko01110,map00740,map01100,map01110
WP_001023257	S	-	-	-	-
WP_001025390	O	DnaJ molecular chaperone homology domain	-	-	-
WP_001030749	S	-	-	-	-
WP_001040187	J	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex	infA	ko:K02518	-
WP_001062678	K	Cold shock	cspC	ko:K03704	-
WP_001067855	L	Transposase IS66 family	-	ko:K18320	-
WP_001074369	S	-	-	-	-
WP_001083725	H	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis	-	ko:K00287,ko:K18590	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523
WP_001096200	J	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits	rplE	ko:K02931	ko03010,map03010
WP_001096398	U	CagE, TrbE, VirB family, component of type IV transporter system	lvhB4	ko:K03199	ko03070,map03070
WP_001112403	T	Phage conjugal plasmid C-4 type zinc finger protein, TraR family	-	-	-
WP_001116156	S	-	-	-	-
WP_001124225	J	Belongs to the bacterial ribosomal protein bL35 family	rpmI	ko:K02916	ko03010,map03010
WP_001132269	S	Uncharacterized protein conserved in bacteria (DUF2184)	-	-	-
WP_001137892	K	Bacterial regulatory proteins, tetR family	-	-	-
WP_001138115	J	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	rpsS	ko:K02965	ko03010,map03010
WP_001140434	J	Ribosomal protein L30	rpmD	ko:K02907	ko03010,map03010
WP_001143775	L	Transposase	tnpA	-	-
WP_001144069	J	Belongs to the bacterial ribosomal protein bS21 family	rpsU	ko:K02970	ko03010,map03010
WP_001146176	S	ParE toxin of type II toxin-antitoxin system, parDE	-	-	-
WP_001154434	S	-	-	-	-
WP_001157751	K	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	ompR	ko:K07659	ko02020,ko02026,map02020,map02026
WP_001181005	J	Involved in the binding of tRNA to the ribosomes	rpsJ	ko:K02946	ko03010,map03010
WP_001185481	S	-	-	-	-
WP_001188930	KT	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	copR	ko:K07665	ko02020,map02020
WP_001206356	S	Domain of unknown function (DUF4111)	aadA4	ko:K00984	-
WP_001207203	J	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	rplJ	ko:K02864	ko03010,map03010
WP_001215543	L	nuclease	Z012_04225	ko:K01174	-
WP_001217575	L	DinI-like family	-	ko:K12149	-
WP_001217881	L	Resolvase, N terminal domain	-	-	-
WP_001231171	S	-	-	-	-
WP_001246153	S	Copper binding periplasmic protein CusF	cusF	ko:K07810	ko02020,map02020
WP_001251971	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpC	ko:K02114	ko00190,ko00195,ko01100,map00190,map00195,map01100
WP_001287521	K	Participates in transcription elongation, termination and antitermination	nusG	ko:K02601	-
WP_001293458	S	Domain in histone-like proteins of HNS family	-	ko:K03746	-
WP_001295060	U	Conjugal transfer protein	-	ko:K03195	ko03070,map03070
WP_001311244	E	branched-chain amino acid biosynthetic process	ilvL	-	-
WP_001327262	V	ABC transporter transmembrane region	irtA	ko:K06147	-
WP_001336345	S	Protein of unknown function (DUF1010)	-	-	-
WP_001348698	S	-	-	-	-
WP_001348704	L	Initiator Replication protein	-	-	-
WP_001378118	P	Copper resistance protein B precursor (CopB)	copB	ko:K07233	-
WP_001387578	L	Transposase	tnpA	-	-
WP_001389365	L	DDE domain	-	-	-
WP_001515717	L	Phage integrase family	-	-	-
WP_001547824	S	Phage gp6-like head-tail connector protein	-	-	-
WP_001547826	S	PFAM Peptidase U35, phage prohead HK97	-	ko:K06904	-
WP_001547839	K	Prophage CP4-57 regulatory protein (AlpA)	-	ko:K07733	-
WP_001548453	S	Bacteriophage CII protein	-	-	-
WP_001549743	S	TIGRFAM Phage major capsid protein, HK97	-	-	-
WP_001549892	S	-	-	-	-
WP_001549893	L	resolvase	-	-	-
WP_001568110	S	-	-	-	-
WP_001572351	KT	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	copR	ko:K07665	ko02020,map02020
WP_001588074	L	H-NS histone family	hns	ko:K03746,ko:K11685	-
WP_001593428	EGP	Major Facilitator Superfamily	ybtX	ko:K05373	-
WP_001593436	M	COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM invasin domains)	-	ko:K03194	ko03070,map03070
WP_001593437	S	-	-	-	-
WP_001620097	S	AAA ATPase domain	-	-	-
WP_001776126	D	Antitoxin component of a toxin-antitoxin (TA) module	-	ko:K18923	-
WP_002210513	K	DeoR C terminal sensor domain	ygbI	ko:K03436	-
WP_002210516	G	Class II Aldolase and Adducin N-terminal domain	ygbL	ko:K22130	-
WP_002434222	J	Belongs to the bacterial ribosomal protein bL27 family	rpmA	ko:K02899	ko03010,map03010
WP_002439184	K	SMART Cold shock protein	cspE	ko:K03704	-
WP_002444653	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	hupB	ko:K03530	-
WP_002882491	C	flavodoxin binds one FMN molecule, which serves as a redox-active prosthetic group	mioC	ko:K06205	-
WP_002882510	K	transcriptional	asnC	ko:K03718,ko:K03719	-
WP_002882514	E	aspartate--ammonia ligase	asnA	ko:K01914	ko00250,ko00460,ko01100,ko01110,ko01230,map00250,map00460,map01100,map01110,map01230
WP_002882517	S	VWA domain protein interacting with AAA ATPase	viaA	-	-
WP_002882520	P	transport of potassium into the cell	kup	ko:K03549	-
WP_002882527	G	Catalyzes the interconversion of beta-pyran and beta- furan forms of D-ribose	rbsD	ko:K06726	ko02010,map02010
WP_002882529	P	import. Responsible for energy coupling to the transport system	rbsA	ko:K02056,ko:K10441,ko:K10542,ko:K10545,ko:K10562,ko:K17204,ko:K17215	ko02010,map02010
WP_002882531	P	Belongs to the binding-protein-dependent transport system permease family	rbsC	ko:K10440	ko02010,map02010
WP_002882536	G	Periplasmic	rbsB	ko:K10439	ko02010,ko02030,map02010,map02030
WP_002882538	K	Is the main repressor of the genes involved in the de novo synthesis of purine nucleotides, regulating purB, purC, purEK, purF, purHD, purL, purMN and guaBA expression. PurR is allosterically activated to bind its cognate DNA by binding the purine corepressors, hypoxanthine or guanine, thereby effecting transcription repression	rbsR	ko:K02529,ko:K03604	-
WP_002882539	EGP	Major facilitator superfamily	yieO	ko:K18326	ko02020,map02020
WP_002882540	K	transcriptional regulator	yieP	-	-
WP_002882596	H	molybdopterin-guanine dinucleotide biosynthesis protein	mobB	ko:K03753,ko:K13818	ko00790,ko01100,map00790,map01100
WP_002882607	H	Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor	mobA	ko:K03752	ko00790,ko01100,map00790,map01100
WP_002882612	S	protein conserved in bacteria	yihD	ko:K09896	-
WP_002882726	F	A protein kinase that phosphorylates Ser and Thr residues. Probably acts to suppress the effects of stress linked to accumulation of reactive oxygen species. Probably involved in the extracytoplasmic stress response	srkA	-	-
WP_002882728	I	Acyltransferase	yihG	-	-
WP_002882729	L	In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity	polA	ko:K02335	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440
WP_002882734	D	Necessary for normal cell division and for the maintenance of normal septation	engB	ko:K03978	-
WP_002882743	S	A GTPase-activating protein (GAP) that modifies Der EngA GTPase function. May play a role in ribosome biogenesis	yihI	ko:K09894	-
WP_002882745	H	Belongs to the anaerobic coproporphyrinogen-III oxidase family	hemN	ko:K02495	ko00860,ko01100,ko01110,map00860,map01100,map01110
WP_002882749	T	COG2204 Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains	glnG	ko:K07712	ko02020,map02020
WP_002882753	E	glutamine synthetase	glnA	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727
WP_002882755	T	GTP-binding protein TypA	typA	ko:K06207	-
WP_002882807	K	UPF0761 membrane protein	rbn	ko:K07058	-
WP_002882809	J	rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality	dtd	ko:K07560	-
WP_002882812	I	Alpha beta hydrolase	aes	ko:K01066	-
WP_002882817	S	Toxic component of a toxin-antitoxin (TA) module. An RNase	vapC	-	-
WP_002882818	C	formate dehydrogenase	fdoI	ko:K00127,ko:K08350	ko00630,ko00680,ko01100,ko01120,ko01200,ko02020,map00630,map00680,map01100,map01120,map01200,map02020
WP_002882822	C	formate dehydrogenase	fdoH	ko:K00124,ko:K08349	ko00630,ko00680,ko01100,ko01120,ko01200,ko02020,map00630,map00680,map01100,map01120,map01200,map02020
WP_002882828	C	Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH	fdhD	ko:K02379	-
WP_002882830	S	Protein of unknown function (DUF1471)	-	-	-
WP_002882831	F	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis	-	ko:K00850	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230
WP_002882856	G	Aldolase	-	ko:K01624	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230
WP_002882858	S	-	-	-	-
WP_002882861	G	PTS IIA-like nitrogen-regulatory protein PtsN	ulaC_3	ko:K02821	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060
WP_002882862	F	adenylate kinase activity	-	-	-
WP_002882863	S	Branched-chain amino acid transport	-	-	-
WP_002882864	E	branched-chain amino acid	azlC	-	-
WP_002882865	K	Transcriptional regulator	sinR	-	-
WP_002882866	K	PFAM Periplasmic binding protein LacI transcriptional regulator	rafR	ko:K02529	-
WP_002882867	G	alpha-galactosidase	rafA	ko:K07407	ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603
WP_002882868	G	Major facilitator superfamily	rafB	ko:K02532	-
WP_002882870	G	Involved in the anomeric conversion of L-rhamnose	rhaM	ko:K03534	-
WP_002882871	C	alcohol dehydrogenase	fucO	ko:K00001	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220
WP_002882873	U	Belongs to the binding-protein-dependent transport system permease family	-	ko:K10561	ko02010,map02010
WP_002882880	G	(ABC) transporter	-	ko:K10555,ko:K10559	ko02010,ko02024,map02010,map02024
WP_002882882	H	Catalyzes the reversible cleavage of L-rhamnulose-1- phosphate to dihydroxyacetone phosphate (DHAP) and L-lactaldehyde	rhaD	ko:K01629	ko00040,ko00051,ko01120,map00040,map00051,map01120
WP_002882885	F	Involved in the catabolism of L-rhamnose (6-deoxy-L- mannose). Catalyzes the transfer of the gamma-phosphate group from ATP to the 1-hydroxyl group of L-rhamnulose to yield L-rhamnulose 1-phosphate	rhaB	ko:K00848	ko00040,ko00051,ko01120,map00040,map00051,map01120
WP_002882888	K	Activates expression of the rhaBAD and rhaT operons	rhaS	ko:K02855,ko:K17736	-
WP_002882891	K	Activates expression of the rhaSR operon in response to L-rhamnose	rhaR	ko:K02854	-
WP_002882892	U	Uptake of L-rhamnose across the boundary membrane with the concomitant transport of protons into the cell (symport system)	rhaT	ko:K02856	-
WP_002882894	C	Destroys radicals which are normally produced within the cells and which are toxic to biological systems	sodA	ko:K04564	ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map04013,map04068,map04146,map04211,map04212,map04213,map05016
WP_002882896	C	protein conserved in bacteria	yiiM	-	-
WP_002882898	T	Signal transduction histidine kinase	cpxA	ko:K07640	ko01503,ko02020,map01503,map02020
WP_002882901	K	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	cpxR	ko:K07662,ko:K19610	ko01503,ko02020,map01503,map02020
WP_002882903	NPTU	Repressor of the Cpx envelope stress response pathway which occurs via periplasmic interactions with CpxA	cpxP	ko:K06006	-
WP_002882907	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	fieF	ko:K13283	-
WP_002882911	F	Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis. Consistently, PPi-PFK can replace the enzymes of both the forward (ATP-PFK) and reverse (fructose-bisphosphatase (FBPase)) reactions	pfkA	ko:K00850	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230
WP_002882913	H	Catalyzes the aldol cleavage of 4-hydroxy-4-methyl-2- oxoglutarate (HMG) into 2 molecules of pyruvate. Also contains a secondary oxaloacetate (OAA) decarboxylase activity due to the common pyruvate enolate transition state formed following C-C bond cleavage in the retro-aldol and decarboxylation reactions	rraA	ko:K02553	-
WP_002882914	H	Belongs to the MenA family. Type 1 subfamily	menA	ko:K02548	ko00130,ko01100,ko01110,map00130,map01100,map01110
WP_002882917	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis	hslU	ko:K03667	-
WP_002882918	O	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery	hslV	ko:K01419	-
WP_002882919	D	Essential cell division protein that activates septal peptidoglycan synthesis and constriction of the cell. Acts on both sides of the membrane, via interaction with FtsA in the cytoplasm and interaction with the FtsQBL complex in the periplasm. These interactions may induce a conformational switch in both FtsA and FtsQBL, leading to septal peptidoglycan synthesis by FtsI and associated synthases	ftsN	ko:K03591	-
WP_002882921	K	transcriptional	cytR	ko:K05499	-
WP_002882922	J	Binds the 23S rRNA	rpmE	ko:K02909	ko03010,map03010
WP_002882924	K	This regulatory protein, when combined with SAM (S- adenosylmethionine) represses the expression of the methionine regulon and of enzymes involved in SAM synthesis	metJ	ko:K03764	-
WP_002882943	E	Catalyzes the formation of L-homocysteine from O- succinyl-L-homoserine (OSHS) and hydrogen sulfide	metB	ko:K01739	ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00270,map00450,map00920,map01100,map01110,map01130,map01230
WP_002882944	E	belongs to the aspartokinase family	metL	ko:K12524,ko:K12525	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230
WP_002882945	L	Transposase	-	-	-
WP_002882946	F	5'-nucleotidase, C-terminal domain	-	-	-
WP_002882947	S	decarboxylase	-	ko:K01607	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220
WP_002882948	K	transcriptional regulator	-	-	-
WP_002882952	E	Methylenetetrahydrofolate reductase	metF	ko:K00297	ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523
WP_002882956	EG	EamA-like transporter family	yijE	-	-
WP_002882982	H	Belongs to the transaldolase family. Type	fsa	ko:K08313,ko:K08314	-
WP_002882986	S	periplasmic or secreted protein	zinT	ko:K09815	ko02010,map02010
WP_002883011	E	Belongs to the peptidase M20A family. ArgE subfamily	argE	ko:K01438	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230
WP_002883013	E	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	argC	ko:K00145	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230
WP_002883015	K	Transcriptional regulator	oxyR	ko:K04761	ko02026,map02026
WP_002883016	C	Conversion of NADPH, generated by peripheral catabolic pathways, to NADH, which can enter the respiratory chain for energy generation	sthA	ko:K00322	ko00760,ko01100,map00760,map01100
WP_002883021	S	membrane	yijD	-	-
WP_002883023	J	Dual-specificity methyltransferase that catalyzes the formation of 5-methyluridine at position 54 (m5U54) in all tRNAs, and that of position 341 (m5U341) in tmRNA (transfer-mRNA)	trmA	ko:K00557	-
WP_002883025	P	Involved in the active translocation of vitamin B12 (cyanocobalamin) across the outer membrane to the periplasmic space. It derives its energy for transport by interacting with the trans-periplasmic membrane protein TonB	btuB	ko:K16092	-
WP_002883026	M	Provides the (R)-glutamate required for cell wall biosynthesis	murI	ko:K01776	ko00471,ko01100,map00471,map01100
WP_002883081	K	Negatively regulates the transcription of the flagellar master operon flhDC by binding to the upstream region of the operon	hdfR	-	-
WP_002883134	O	ATPase with chaperone activity	comM	ko:K07391	-
WP_002883142	H	acetolactate synthase	ilvG	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
WP_002883170	S	acetolactate synthase	ilvM	ko:K11258	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
WP_002883171	E	Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family	ilvE	ko:K00826	ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230
